Description,VoteCount,Rating,Year,Title,Genres,Season_Count,Episode_Count,Production_Companies,Actors
What happened under the shadow of the September 12 Military Coup is told through an impossible love story.,225.0,6.4,2009–2010,Bu Kalp Seni Unutur Mu?,"Drama, Back to top",2 years,17,aSis Yapim,"Bülent Inal, Melis Birkan, Okan Yalabik, Bülent Inal, Melis Birkan, Okan Yalabik"
"The success story of nine different young women with the documentary ""This Girl's Story"" will be featured on BluTV as a documentary. The documentary series, which tells a different story every week, will last nine weeks in total. The documentaries have made their own story and will be confronted with the adventure of every young woman who has drawn her own path.",35.0,6.7,2018,Bu Kizin Öyküsü,"Documentary, Biography, Drama, Back to top",1 seasons,9,"BluTV, Elidor, PToT Films","Begüm Cana Özgür, Mizgin Ay, Tugçe Akgün, Begüm Cana Özgür, Mizgin Ay, Tugçe Akgün"
"A family built by, Big sister ""Melek Sayilmaz"", Brother ""Armagan Sayilmaz"", and little sisters ""Biricik"" and ""Cansin"" lives a boring life in Istanbul. Biggest will of Melek Sayilmaz in life is getting rid of her brother and sisters raised by herself alone in order to escape to the dreamy town Bodrum with the first ride.",18.0,3.6,2017,Bu Sayilmaz,"Comedy, Back to top",1 seasons,3,"25 Film, Yirmibes Film","Binnur Kaya, Settar Tanriögen, Mustafa Üstündag, Binnur Kaya, Settar Tanriögen, Mustafa Üstündag"
,0.0,,2018,Bu Sehrin Çocuklari,"Drama, Back to top",1 seasons,20,Ay Yapim,"Kerem Bürsin, Gürkan Uygun, Leyla Lydia Tugutlu, Kerem Bürsin, Gürkan Uygun, Leyla Lydia Tugutlu"
"Rauf, who is working as a cook on cargo ships, adopts and raises Ali who witnessed his mother's death when he was 5 years old. They work on ships for 24 years together. Rauf was both mother and father to Ali and has devoted his life to Ali to help him forget the trauma he had endured. With the support of Rauf, whom he calls ""Mother"", Ali gets maritime training.",3600.0,6.6,2017,Bu Şehir Arkandan Gelecek,"Drama, Back to top",1 seasons,Unknown,ANS,
,0.0,,2018,Budala Soyguncular,Back to top,1 seasons,Unknown,,
,8.0,8.0,2020–,Bugün Ne Oldu?,"News, Back to top",4 seasons,383,,"Nevsin Mengü, Oguzhan Ugur, Mesut Çevik, Nevsin Mengü, Oguzhan Ugur, Mesut Çevik"
"Katiboglu, a noble family, is having hard times financially. Young and millionaire Aysen, who has never seen a place other than the vineyard house in Kayseri in her life, buys the family's mansion.",225.0,6.0,2013–2014,Bugünün Saraylisi,"Drama, Romance, Back to top",2 seasons,37,Avsar Film,"Baris Arduç, Cansu Tosun, Begüm Akkaya, Baris Arduç, Cansu Tosun, Begüm Akkaya"
6 famous youtubers try to get likes from 6 women. The one with the most likes will be the winner.,129.0,1.2,2021,Bulusma,"Reality-TV, Game-Show, Back to top",2 seasons,9,,"Enes Batur, Halil Ibrahim Göker, Baturay Anar, Enes Batur, Halil Ibrahim Göker, Baturay Anar"
"Aynur Tartan continues to talk about their hometown by bringing together the world of politics, art and business every week.",0.0,,2011–2018,Burada Hayat Var,"Talk-Show, Back to top",4 seasons,4,BBO Yapim,"Emre Tetikel, Imran Salkan, Candan Yüceer, Emre Tetikel, Imran Salkan, Candan Yüceer"
,69.0,5.2,2011–2019,Burada Laf Çok,"Talk-Show, Back to top",3 years,5,,"Mesut Yar, Deniz Ugur, Zeynep Eronat, Mesut Yar, Deniz Ugur, Zeynep Eronat"
Delinked from their native country and knows very well Turkish 4 Are you ready to roam from city to city in Turkey with foreign caravan?,33.0,5.3,2021,Buralarin Yabancisiyiz,"Adventure, Reality-TV, Back to top",1 seasons,6,Hypee,"Chaby Han, J.J. Moriasi, Michele Cedolin, Chaby Han, J.J. Moriasi, Michele Cedolin"
,0.0,,2011–,Business Daily,"News, Back to top",1 seasons,Unknown,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén","Selin Küçük, Selin Küçük"
,0.0,,2011–,Business Review,"News, Back to top",1 seasons,Unknown,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén","Selin Küçük, Selin Küçük"
,9.0,3.4,2014–2015,Buyuk Sir,"Drama, Back to top",1 seasons,Unknown,Limon Film,"Sivan Binici, Irfan Kilinc, Kutay Sungar, Sivan Binici, Irfan Kilinc, Kutay Sungar"
,89.0,6.0,2015–2018,Buyur Bi de Burdan Bak,"Comedy, Back to top",2 seasons,24,,"Ceyda Düvenci, Ilker Aksum, Giray Altinok, Ceyda Düvenci, Ilker Aksum, Giray Altinok"
,81.0,2.6,2007–2008,Buzda Dans,"Family, Reality-TV, Back to top",1 seasons,1,Medyapim,"Gamze Özçelik, Behzat Uygur, Alinur Velidedeoglu, Gamze Özçelik, Behzat Uygur, Alinur Velidedeoglu"
"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",8200.0,8.1,2018,Börü,"Action, Thriller, War, Back to top",1 seasons,6,"CaglarArts Entertainment, Insignia Productions","Alper Caglar, Ahu Türkpençe, Serkan Çayoglu, Emir Benderlioglu, Alper Caglar, Ahu Türkpençe, Serkan Çayoglu, Emir Benderlioglu, Alper Caglar"
3 Person try a couple to save because the couple have a conflict and the result is : Divorce from couple. This played in Istanbul,185.0,6.7,2012–2015,Böyle Bitmesin,"Drama, Back to top",2 seasons,6,At Yapim,"Nergis Öztürk, Cemal Toktas, Yeliz Kuvanci, Nergis Öztürk, Cemal Toktas, Yeliz Kuvanci"
Funny events of a poor girl with magical powers with her mother and their neighborhood.,275.0,2.7,1999–2000,Bücür Cadı,"Drama, Back to top",1 seasons,3,Erler Film,"Halit Ergenç, Sedef Avci, Selma Ergeç, Halit Ergenç, Sedef Avci, Selma Ergeç"
,109.0,4.8,2004,Bütün Çocuklarim,"Comedy, Drama, Family, Back to top",1 seasons,1,,"Yunus Bülbül, Sezer Güvenirgil, Merve Erdogan, Yunus Bülbül, Sezer Güvenirgil, Merve Erdogan"
"People who come to the end of the world's life are faced with the reflection of their conscience at the spacious door. Amil, who welcomes them at the spacious gate, will remind them of the finest goodness and evil they do. People will keep the path to heaven or hell.",73.0,3.0,2004–2008,Büyük Bulusma,"Drama, Back to top",1 seasons,Unknown,Masalevi,"Gökçe Akyildiz, Alpay Kemal Atalan, Ceren Benderlioglu, Gökçe Akyildiz, Alpay Kemal Atalan, Ceren Benderlioglu"
"Entrust yourself to expert doctor staff and beauticians who have achieved numerous successes in their fields. Are you ready to be the best of your age, thanks to the magnificent energy of Kemal Dogulu and the skillful hands of his doctor and aesthetic team?",9.0,3.2,2021,Büyük Degisim,"Drama, Back to top",4 seasons,155,Ser Film,"Ali Sürmeli, Turgay Tanülkü, Ümit Acar, Ali Sürmeli, Turgay Tanülkü, Ümit Acar"
,0.0,,2005,Büyük Günahlar,"Reality-TV, Back to top",1 seasons,8,Talya Production,"Kemal Dogulu, Kemal Dogulu"
,9.0,3.0,2006,Büyük Teklif,"Drama, Back to top",1 seasons,Unknown,,"Nazan Diper, Orhan Edip Ertürk, Sait Genay, Nazan Diper, Orhan Edip Ertürk, Sait Genay"
"To realize the dream, one step away from the sea, in the south of Turkey, among olive forests, the farmhouse, an old olive oil factory where time really stands still, is the perfect fit. Tables are prepared, where delicious dishes prepared with appetizing local products turn into a magnificent feast.",6.0,7.0,2021–2023,Büyük Tikinma,"Game-Show, Back to top",1 seasons,Unknown,D Productions,"Halit Ergenç, Halit Ergenç"
A coincidence brings Reyhan and Emirhan together. The two young people whose fates had crossed the day they were born meet again at the wedding table. But an interesting future awaits them.,125.0,3.5,2004–2006,Büyük Yalan,"Reality-TV, Back to top",2 seasons,16,BluTV,
"Pharmacist Tarcan, who tries to make a youth elixir to reach the woman he loves, turns into a 9-year-old boy by accident.",315.0,2.2,2003,Büyümüs de Küçülmüs,"Drama, Back to top",2 years,30,Gold Film,"Halil Ergün, Emrah, Hülya Darcan, Halil Ergün, Emrah, Hülya Darcan"
"This documentary traverses the streets of Istanbul, revealing the multicultural nature of the city and how it witnessed history.",35.0,5.0,2021,Cadde Cadde Istanbul,"Comedy, Fantasy, Back to top",1 seasons,Unknown,ANS,"Sevinç Aktansel, Kerem Altaylar, Ömür Arpaci, Sevinç Aktansel, Kerem Altaylar, Ömür Arpaci"
,27.0,3.7,2009,Cam Kiriklari,"Documentary, Reality-TV, Back to top",1 seasons,6,WAS,"Merve Yilmaz, Beste Kanar, Merve Yilmaz, Beste Kanar"
"A story full of competition, revenge, love and determination, telling about women's inequality of opportunity in social life.",861.0,5.8,2021,Cam Tavanlar,"Drama, Back to top",1 seasons,4,Filma Cass,"Nursel Ergin, Ipek Tenolcay, Kadir Kandemir, Nursel Ergin, Ipek Tenolcay, Kadir Kandemir"
"Nalan, who seems perfect from the outside, is being severely abused by her mother. Sedat, one of the richest men in Turkey, proposes to her. But her husband and family, who seem perfect from the outside, are not normal either.",1400.0,5.6,2021–2023,Camdaki Kız,"Comedy, Drama, Romance, Back to top",1 seasons,8,Ojo Pictures,"Bensu Soral, Kubilay Aka, Utku Ates, Bensu Soral, Kubilay Aka, Utku Ates"
"Story of Gönül, who is a successful, beautiful woman in her mid-thirties.",71.0,3.9,2004,Camdan Pabuçlar,"Drama, Back to top",3 seasons,82,"Kanal D, OGM Pictures","Burcu Biricik, Selma Ergeç, Feyyaz Serifoglu, Burcu Biricik, Selma Ergeç, Feyyaz Serifoglu"
The series tells the story of two women police drama.,411.0,6.6,2018,Can Kiriklari,"Comedy, Romance, Back to top",1 seasons,6,Kemal Film,"Ibrahim Celikkol, Tardu Flordun, Berke Hürcan, Ibrahim Celikkol, Tardu Flordun, Berke Hürcan"
,6.0,9.5,2016–,Can Sungur ve Yakin Evren,"Action, Drama, Back to top",1 seasons,4,NTC Medya,"Hande Dogandemir, Funda Eryigit, Seçkin Özdemir, Hande Dogandemir, Funda Eryigit, Seçkin Özdemir"
,0.0,,2015,Can Yesilyurt,"Talk-Show, Back to top",3 years,46,,"Can Sungur, Uzay Zuhal, Ceren Sungur, Can Sungur, Uzay Zuhal, Ceren Sungur"
,0.0,,2012,Can ve Ailesi,"Comedy, Back to top",1 seasons,Unknown,,"Pis Yedili, Pis Yedili"
When his little brother runs away a young man returns home to face his father a criminal mastermind who has a dark path mapped out for him.,26.0,6.6,2014,Can't Run from Love,"Animation, Back to top",1 seasons,Unknown,Ser Film,
"The life of Canan, who was adopted as a little girl, turns into a nightmare on New Year's Eve. Years later, as a strong, ruthless and rich woman, Canan returns to take revenge to face those who stole her innocence.",0.0,,2011,Canan,"Drama, Back to top",1 seasons,24,,
,5.0,7.0,2022–,Candas Tolga Isik ile Az Önce Konustum,"Drama, Back to top",1 seasons,1,Koliba Film,"Gamze Özçelik, Erdinç Gülener, Semsi Inkaya, Gamze Özçelik, Erdinç Gülener, Semsi Inkaya"
"Tells the story of love of a poor orphan man named Maraz Ömer and a poor woman named Ceylan. Two young people who plan marriage plans to work and earn money; Ömer works at the construction site in Kars. Ceylan earns money by cleaning. Ceylan is abused by Taylan, a rich and spoiled young man, and the story begins.",147.0,3.1,2019,Canevim,"Talk-Show, Back to top",2 years,3,,"Candas Tolga Isik, Gülse Birsel, Muharrem Ince, Candas Tolga Isik, Gülse Birsel, Muharrem Ince"
"Samim, who did not take any responsibility in life until the age of 45, had to take care of his 3 orphan nephews and he has to live in the same neighborhood with his fiancee, whom he left years ago.",1200.0,7.5,2008–2010,Canim Ailem,"Drama, Back to top",1 seasons,17,Koliba Film,"Biran Damla Yilmaz, Aras Aydin, Özgür Çevik, Biran Damla Yilmaz, Aras Aydin, Özgür Çevik"
"Zeynep is an innocent and beautiful girl who's very fond of her mother. One day, her mother Cemre dies in an accident. No one can bring themselves to tell Zeynep that her mother is dead. Zeynep was born with a heart condition and she is not strong enough to bear the news.",69.0,6.8,2022–,Canim Annem,"Comedy, Drama, Family, Back to top",2 seasons,63,TMC Film,"Ozan Güven, Sebnem Bozoklu, Ugur Yücel, Ozan Güven, Sebnem Bozoklu, Ugur Yücel"
The adventures of a loving father and his children.,94.0,2.8,2011,Canim Babam,"Drama, Back to top",2 years,370,"Saran Studios, Stellar Yapim","Aysun Güven, Yavuz Pekdiker, Birhan Tut, Aysun Güven, Yavuz Pekdiker, Birhan Tut"
,67.0,4.1,2012,Canimin Içi,"Comedy, Back to top",1 seasons,11,,"Mehmet Aslantug, Özge Özberk, Neslihan Atagül, Mehmet Aslantug, Özge Özberk, Neslihan Atagül"
A big mistake made a family's life dark. A woman whose part of her life is taken away finds herself in a never-ending showdown.,65.0,5.2,2006,Cemile,"Comedy, Family, Back to top",1 seasons,50,,"Perran Kutman, Levent Öktem, Hare Sürel, Perran Kutman, Levent Öktem, Hare Sürel"
,0.0,,2019,Cengiz Semercioglu ile Bu Gece,"Drama, Back to top",1 seasons,Unknown,Gold Film,"Sedef Bildik, Ibrahim Erkal, Tanju Gürsu, Sedef Bildik, Ibrahim Erkal, Tanju Gürsu"
,8.0,1.9,2019,Cengiz Semercioglu ile Sabah Sohbeti,"Drama, Back to top",1 seasons,Unknown,Limon Film,"Türkan Soray, Bulut Aras, Gözde Kansu, Türkan Soray, Bulut Aras, Gözde Kansu"
,65.0,7.2,2015,Cengiz Özdemir & Ozan Sagsöz ile Kültür & Tarih Sohbetleri,"News, Reality-TV, Back to top",1 seasons,12,,"Cengiz Semercioglu, Tolgahan Sayisman, Kimya Gökçe Aytaç, Cengiz Semercioglu, Tolgahan Sayisman, Kimya Gökçe Aytaç"
"In the ""Cennet"" neighborhood where ethnic Romani people live in Istanbul, the children of two enemy families are in love with each other. In this neighborhood, every day fights end with music and dancing.",2600.0,4.5,2004–2007,Cennet Mahallesi,"News, Reality-TV, Back to top",1 seasons,16,,"Cengiz Semercioglu, Aydemir Akbas, Müge Akgün, Cengiz Semercioglu, Aydemir Akbas, Müge Akgün"
"Cennet was abandoned as a baby, and has struggled bravely through life, desperate for the motherly love she has missed out on. Brought up by her grandmother, Cennet has little in her life apart from her best friend. However, an accident breaks them apart and he vanishes from her life.",440.0,6.2,2017–2018,Cennet'in Gözyaslari,"History, Talk-Show, Back to top",1 seasons,2,,"Ozan Sagsöz, Cengiz Özdemir, Ozan Sagsöz, Cengiz Özdemir"
,0.0,,2011,Cennetin Sirlari,"Adventure, Comedy, Family, Back to top",4 years,119,Erler Film,"Melek Baykal, Ayten Erman, Alisan, Melek Baykal, Ayten Erman, Alisan"
"Trying to build a new life for herself after getting out of prison, Cennet's path crosses with the architect Ömer, who has problems with his wife but tries to stay married just for the sake of his children.",84.0,4.5,2008,Cennetin Çocuklari,"Drama, Back to top",2 years,36,"Süreç Film, V3 Communications","Esra Ronabar, Berk Atan, Almila Ada, Esra Ronabar, Berk Atan, Almila Ada"
Tamer and Ebru meet again because of a debt to be paid to Ebru's mafia father.,72.0,4.2,2008,Cesaretin var mı aşka,"Drama, Romance, Back to top",1 seasons,5,Hayal Mahsulleri Ofisi,"Isil Keskin, Ozan Akbaba, Gökay Müftüoglu, Isil Keskin, Ozan Akbaba, Gökay Müftüoglu"
,0.0,,2005–2006,Cesm-i Bulbul,"Drama, Back to top",1 seasons,Unknown,Gold Film,"Can Bartu Aslan, Ali Basar, Sinem Boyacioglu, Can Bartu Aslan, Ali Basar, Sinem Boyacioglu"
"Cesur returns to his father's village with an elaborate plan to avenge the death of his father. The only thing he hadn't planned for is Suhan, the daughter of the man he believes is responsible for his father's murder.",6400.0,7.5,2016–2017,Cesur Ve Güzel,"Comedy, Romance, Back to top",1 seasons,8,,"Fatih Kenan Gündogdu, Engin Altan Düzyatan, Özge Özpirinçci, Fatih Kenan Gündogdu, Engin Altan Düzyatan, Özge Özpirinçci"
"Omer returns home from military service, seeing that his family and friends have lost their possessions and reputation, He opposes this situation and declares war on the mafia. Lawyer Berrin becomes his biggest supporter and lover.",126.0,6.1,2016–2017,Cesur Yürek,"Family, Back to top",1 seasons,Unknown,Limon Film,"Engin Alkan, Ali Atay, Civan Canova, Engin Alkan, Ali Atay, Civan Canova"
,0.0,,2010–2011,Ceyiz Sov,"Crime, Drama, Romance, Back to top",2 years,32,Ay Yapim,"Kivanç Tatlitug, Tuba Büyüküstün, Tamer Levent, Kivanç Tatlitug, Tuba Büyüküstün, Tamer Levent"
"In the Rosenhan Experiment, one of the most shocking experiments in the history of science, psychiatrist David Rosenhan and seven of his sane friends are admitted to different psychiatric hospitals around the country, waiting for doctors to distinguish themselves from the truly sick.",416.0,7.2,2022–,Cezailer,"Action, Drama, Romance, Back to top",2 years,21,Fark Film,"Onur Tuna, Ruveyda Öksuz, Hüseyin Avni Danyal, Onur Tuna, Ruveyda Öksuz, Hüseyin Avni Danyal"
,0.0,,2023,Chef's Delight,"Game-Show, Back to top",1 seasons,Unknown,,"Tolga Üstün, Tolga Üstün"
"""Great War 100th Anniversary Documentary (War Warrant)"" for the effects of the Great War, which is felt even today, adds a different perspective. It reveals the interconnection of historical processes. Beyond being just a documentary of history, it sheds light on the geopolitical equations of the future.",0.0,,2014–2016,Cihad-i Ekber,"Drama, Back to top",1 seasons,8,Most Production,"Yigit Özsener, Riza Kocaoglu, Esra Bezen Bilgin, Yigit Özsener, Riza Kocaoglu, Esra Bezen Bilgin"
"A small group of humans must race against the spies of another race in their land. If they fail to collect powerful magical beasts called ""cilles"" before the Ezaki spies do, a devastating war will begin.",94.0,8.9,2011–2019,Cille,"Documentary, Back to top",1 seasons,Unknown,,"Zeynel Haldun Tüzel, Zeynel Haldun Tüzel"
The life of two detectives trying to solve a mysterious murder and the events around them.,116.0,5.1,2014,Cinayet,"Documentary, History, War, Back to top",1 seasons,Unknown,Provizyon,"Semih Sergen, Fatih Veli Ölmez, Tayfun Çadirci, Semih Sergen, Fatih Veli Ölmez, Tayfun Çadirci"
